Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Claim,Occupancy_Period
1.0,0,V,N,O,R,900.0,type2,greater than 5,0,85
1.0,0,V,V,V,U,10300.0,type1,no data,0,54
1.0,0,V,N,O,R,1020.0,type2,greater than 5,0,52
1.0,0,V,N,O,R,222.0,type2,greater than 5,0,112
1.0,0,V,N,O,R,700.0,type2,less than 5,0,112
1.0,0,V,N,O,R,700.0,type2,less than 5,0,113
1.0,0,V,N,O,R,1595.0,type2,greater than 5,0,55
0.99726776,0,V,N,O,R,6375.0,type2,greater than 5,1,54
1.0,0,V,V,V,U,673.0,type2,no data,0,54
0.99726776,0,V,V,V,U,673.0,type2,no data,0,56
0.747945205,0,V,N,O,R,1083.0,type2,greater than 5,0,53
1.0,0,V,N,O,R,1083.0,type2,greater than 5,0,54
0.74863388,0,V,N,O,R,1139.0,type2,greater than 5,1,52
1.0,0,V,N,O,R,4055.0,type2,greater than 5,0,30
1.0,0,V,N,O,R,4055.0,type2,greater than 5,1,31
1.0,0,V,N,O,R,4400.0,type2,greater than 5,1,15
1.0,0,V,V,V,U,1500.0,type2,no data,0,52
1.0,0,V,N,O,R,750.0,type2,less than 5,0,52
0.99726776,0,V,N,O,R,2500.0,type2,greater than 5,0,116
1.0,0,N,V,V,U,1142.0,type2,no data,0,34
1.0,0,V,N,O,R,720.0,type2,greater than 5,0,55
1.0,0,V,N,O,R,3664.0,type2,less than 5,0,55
1.0,0,V,N,O,R,1156.0,type2,greater than 5,0,15
1.0,0,V,N,O,R,6851.0,type2,less than 5,1,32
0.99726776,0,V,N,O,R,1936.0,type2,greater than 5,0,86
1.0,0,V,V,V,U,1640.0,type2,no data,1,32
1.0,0,V,N,O,R,1130.0,type2,greater than 5,0,57
1.0,0,V,N,O,R,2210.0,type2,less than 5,0,42
1.0,0,V,N,O,R,2210.0,type2,less than 5,0,44
1.0,0,V,N,O,R,2210.0,type2,less than 5,0,45
1.0,0,V,N,O,R,6048.0,type2,greater than 5,0,54
1.0,0,V,N,O,R,1170.0,type2,less than 5,0,94
1.0,0,V,N,O,R,1170.0,type2,less than 5,0,95
1.0,0,V,N,O,R,2700.0,type2,less than 5,0,54
1.0,0,V,N,O,R,2700.0,type2,less than 5,0,55
1.0,0,V,V,V,U,783.0,type2,no data,0,33
1.0,0,V,N,O,R,2200.0,type2,greater than 5,0,10
0.99726776,0,N,V,V,U,2000.0,type2,no data,0,36
1.0,0,N,V,V,U,1500.0,type2,no data,0,32
1.0,0,N,V,V,U,700.0,type2,no data,0,32
1.0,0,V,N,O,R,1495.0,type2,less than 5,0,64
1.0,0,V,N,O,R,1100.0,type2,less than 5,0,12
0.99726776,0,V,N,O,R,1100.0,type2,less than 5,0,13
1.0,0,V,N,O,R,4030.0,type2,greater than 5,0,54
1.0,0,N,V,V,U,1187.0,type2,no data,0,33
1.0,0,N,V,V,U,1187.0,type2,no data,0,36
1.0,0,V,N,O,R,2800.0,type2,greater than 5,0,46
1.0,0,V,N,O,R,795.0,type2,less than 5,0,13
1.0,0,V,N,O,R,1314.0,type1,greater than 5,0,9
1.0,0,V,V,V,U,7988.0,type1,no data,0,35
0.99726776,0,V,V,V,U,7988.0,type1,no data,0,36
1.0,0,N,V,V,U,585.0,type1,no data,0,53
1.0,0,V,N,O,R,400.0,type1,less than 5,0,1
1.0,0,V,N,O,R,1389.0,type1,less than 5,0,25
0.709589041,0,N,V,V,U,400.0,type1,no data,0,33
1.0,0,V,N,O,R,7500.0,type1,greater than 5,0,49
0.99726776,0,N,V,V,U,1200.0,type1,no data,0,56
1.0,0,V,N,O,R,380.0,type1,greater than 5,0,53
1.0,0,V,N,O,R,2586.0,type2,less than 5,0,7
1.0,0,N,V,V,U,800.0,type2,no data,0,26
1.0,0,N,V,V,U,2900.0,type2,no data,0,24
1.0,0,N,V,V,U,2900.0,type2,no data,0,25
0.0,0,N,V,V,U,3473.0,type2,no data,0,33
1.0,0,N,V,V,U,1776.0,type2,no data,0,26
1.0,0,N,V,V,U,2157.0,type2,no data,1,27
1.0,0,N,V,V,U,1020.0,type2,no data,0,24
0.99726776,0,N,V,V,U,1323.0,type2,no data,1,36
1.0,1,N,V,V,U,1376.0,type2,no data,0,33
1.0,0,V,N,O,R,1784.0,type2,less than 5,1,48
1.0,0,V,N,O,R,1784.0,type2,less than 5,1,51
1.0,1,V,N,O,R,1820.0,type2,less than 5,0,20
1.0,0,V,N,O,R,2000.0,type2,less than 5,0,5
1.0,0,V,V,V,U,280.0,type2,no data,0,52
1.0,1,V,N,O,R,6417.0,type2,less than 5,1,14
0.99726776,1,V,N,O,R,6417.0,type2,less than 5,0,18
0.99726776,0,N,V,V,U,3496.0,type2,no data,0,28
1.0,0,N,V,V,U,7000.0,type2,no data,1,24
1.0,0,N,V,V,U,690.0,type2,no data,0,27
1.0,0,N,V,V,U,4118.0,type2,no data,1,25
1.0,0,N,V,V,U,8000.0,type2,no data,0,24
1.0,0,V,N,O,R,5600.0,type2,less than 5,1,4
1.0,0,V,N,O,R,2015.0,type2,less than 5,0,4
1.0,0,V,N,O,R,2015.0,type2,less than 5,0,5
1.0,0,V,N,O,R,579.0,type2,less than 5,0,4
1.0,0,V,N,O,R,5182.0,type2,greater than 5,1,3
1.0,0,V,N,O,R,5182.0,type2,greater than 5,0,4
0.99726776,0,V,N,O,R,5182.0,type2,greater than 5,1,6
1.0,1,V,N,O,R,4300.0,type2,less than 5,1,24
1.0,1,V,N,O,R,2750.0,type2,less than 5,0,54
1.0,1,V,N,O,R,2750.0,type2,less than 5,0,55
0.479452055,1,V,N,O,R,397.0,type2,less than 5,0,63
1.0,0,V,V,V,U,2440.0,type2,no data,1,33
1.0,0,V,V,V,U,300.0,type2,no data,0,53
0.99726776,0,V,N,O,R,530.0,type2,less than 5,0,46
1.0,0,V,N,O,R,194.0,type2,less than 5,0,55
1.0,1,N,V,V,U,750.0,type2,no data,0,52
0.934246575,0,V,N,O,R,391.0,type2,less than 5,0,103
1.0,0,N,V,V,U,900.0,type2,no data,0,34
1.0,0,N,V,V,U,510.0,type2,no data,0,54
1.0,0,N,V,V,U,510.0,type2,no data,0,56
1.0,0,N,V,V,U,600.0,type2,no data,0,34
0.99726776,0,N,V,V,U,600.0,type2,no data,0,36
0.99726776,0,V,N,O,R,5634.0,type2,greater than 10,1,66
1.0,0,N,V,V,U,400.0,type2,no data,0,52
1.0,0,N,V,V,U,250.0,type2,no data,0,52
0.99726776,0,N,V,V,U,250.0,type2,no data,0,56
1.0,0,N,V,V,U,1084.0,type2,no data,0,52
1.0,0,N,V,V,U,443.0,type2,no data,0,54
0.0,0,N,V,V,U,1729.0,type2,no data,0,25
1.0,0,N,V,V,U,540.0,type2,no data,0,26
1.0,0,N,V,V,U,1200.0,type2,no data,0,35
0.99726776,0,N,V,V,U,1200.0,type2,no data,0,36
1.0,0,N,V,V,U,250.0,type2,no data,0,32
1.0,0,V,V,V,U,280.0,type2,no data,0,52
1.0,0,V,N,O,R,320.0,type2,less than 5,1,82
1.0,0,V,N,O,R,330.0,type2,less than 5,1,112
0.580821918,0,V,N,O,R,210.0,type2,less than 5,0,113
1.0,0,V,N,O,R,950.0,type2,less than 5,1,38
1.0,1,V,N,O,R,1320.0,type2,less than 5,1,123
1.0,1,V,N,O,R,3050.0,type2,greater than 5,0,44
1.0,1,V,N,O,R,575.0,type2,less than 5,0,116
1.0,1,V,N,O,R,4040.0,type2,less than 5,1,114
1.0,0,V,N,O,R,2900.0,type2,greater than 5,0,95
0.333333333,0,V,N,O,R,1100.0,type2,greater than 5,0,37
1.0,0,V,N,O,R,1100.0,type2,greater than 5,0,39
1.0,1,V,N,O,R,620.0,type2,greater than 5,0,44
1.0,1,V,N,O,R,714.0,type2,less than 5,1,48
0.567123288,0,V,V,V,U,676.0,type2,no data,0,54
1.0,0,V,N,O,R,950.0,type2,less than 5,0,14
0.22739726,0,V,V,V,U,350.0,type2,no data,0,53
1.0,0,V,N,O,R,710.0,type2,greater than 5,0,64
1.0,0,V,V,V,U,1832.0,type2,no data,0,54
0.747945205,0,V,V,V,U,388.0,type2,no data,0,53
1.0,1,N,V,V,U,240.0,type2,no data,0,52
0.901369863,1,N,V,V,U,240.0,type2,no data,0,54
1.0,0,V,V,V,U,950.0,type2,no data,0,52
0.99726776,0,V,V,V,U,950.0,type2,no data,0,56
0.890410959,1,N,V,V,U,400.0,type2,no data,0,53
1.0,1,V,N,O,R,400.0,type2,less than 5,0,92
0.827868852,0,N,V,V,U,600.0,type2,no data,1,24
0.205479452,1,V,V,V,U,250.0,type2,no data,0,25
1.0,1,V,N,O,R,830.0,type2,less than 5,0,27
1.0,0,N,V,V,U,2285.0,type2,no data,0,52
0.99726776,0,V,N,O,R,4400.0,type2,less than 5,1,14
0.99726776,0,V,V,V,U,750.0,type2,no data,0,28
0.504109589,0,N,V,V,U,2900.0,type2,no data,0,26
0.994520548,0,N,V,V,U,2900.0,type2,no data,0,27
1.0,0,V,V,V,U,920.0,type2,no data,0,27
1.0,0,V,V,V,U,1330.0,type2,no data,0,24
1.0,0,N,V,V,U,770.0,type2,no data,0,24
1.0,0,N,V,V,U,1518.0,type2,no data,0,27
0.084931507,0,V,N,O,R,4400.0,type2,less than 5,0,40
0.606557377,0,V,N,O,R,850.0,type2,less than 5,0,42
1.0,0,V,V,V,U,1543.0,type3,no data,0,27
1.0,0,V,N,O,R,2412.0,type3,less than 5,0,5
0.99726776,0,V,N,O,R,2412.0,type3,less than 5,1,6
1.0,0,V,V,V,U,2064.0,type3,no data,0,54
1.0,0,V,V,V,U,4433.0,type3,no data,1,52
0.0,0,V,V,V,U,4433.0,type3,no data,0,53
0.99726776,0,V,N,O,R,375.0,type3,less than 5,0,216
0.99726776,0,N,V,V,U,1617.0,type3,no data,0,28
0.99726776,0,V,N,O,R,650.0,type2,less than 5,0,62
1.0,0,V,V,V,U,300.0,type2,no data,0,25
1.0,0,N,V,V,U,440.0,type2,no data,0,53
0.99726776,0,N,V,V,U,544.0,type2,no data,0,28
1.0,0,V,V,V,U,1222.0,type2,no data,1,53
1.0,0,V,V,V,U,2427.0,type2,no data,0,54
1.0,0,V,N,O,R,240.0,type2,less than 5,0,64
1.0,0,N,V,V,U,475.0,type2,no data,0,53
0.967213115,0,N,V,V,U,475.0,type2,no data,0,56
1.0,0,V,V,V,U,663.0,type2,no data,1,55
0.344262295,0,V,N,O,R,5630.0,type2,greater than 5,1,26
1.0,0,V,N,O,R,1350.0,type2,less than 5,0,41
1.0,0,V,N,O,R,1350.0,type2,less than 5,0,43
0.75136612,0,V,N,O,R,5354.0,type2,greater than 5,1,4
1.0,0,N,V,V,U,956.0,type2,no data,0,54
1.0,0,N,V,V,U,956.0,type2,no data,0,55
1.0,0,V,N,O,R,1800.0,type2,less than 5,0,10
1.0,0,V,N,O,R,1576.0,type2,greater than 5,1,114
1.0,0,V,N,O,R,1576.0,type2,greater than 5,1,115
1.0,0,V,N,O,R,340.0,type2,less than 5,0,55
1.0,0,V,N,O,R,1200.0,type2,greater than 5,1,114
1.0,0,V,N,O,R,1445.0,type2,less than 5,0,45
0.912328767,0,N,V,V,U,1500.0,type2,no data,0,53
1.0,0,V,N,O,R,1000.0,type2,greater than 5,0,44
1.0,0,V,N,O,R,1000.0,type2,greater than 5,1,45
1.0,0,V,N,O,R,1650.0,type2,greater than 5,1,37
1.0,0,V,N,O,R,3007.0,type2,greater than 5,0,9
1.0,0,V,N,O,R,1560.0,type2,less than 5,0,8
1.0,0,V,N,O,R,1340.0,type2,less than 5,0,18
1.0,0,V,N,O,R,1780.0,type2,less than 5,0,22
1.0,0,V,N,O,R,1780.0,type2,less than 5,0,25
1.0,0,N,V,V,U,660.0,type3,no data,0,53
1.0,0,V,N,O,R,1129.0,type3,greater than 5,0,25
1.0,0,V,N,O,R,15580.0,type3,greater than 5,1,113
1.0,0,V,N,O,R,15580.0,type3,greater than 5,0,114
0.663934426,0,V,N,O,R,15580.0,type3,greater than 5,1,116
1.0,0,V,N,O,R,1300.0,type3,greater than 5,0,52
0.99726776,0,V,N,O,R,860.0,type3,less than 5,0,76
0.295081967,0,V,N,O,R,2060.0,type3,greater than 5,0,1
0.167123288,0,V,N,O,R,300.0,type3,less than 5,0,113
0.99726776,0,V,N,O,R,300.0,type3,less than 5,0,116
1.0,0,V,N,O,R,2409.0,type3,greater than 5,1,18
0.99726776,0,V,N,O,R,2409.0,type3,greater than 5,0,20
1.0,0,V,N,O,R,1235.0,type3,less than 5,0,2
1.0,0,V,N,O,R,1610.0,type3,greater than 5,1,39
1.0,0,V,N,O,R,1610.0,type3,greater than 5,1,42
1.0,0,V,N,O,R,311.0,type3,less than 5,0,93
1.0,0,N,V,V,U,2500.0,type3,no data,0,53
1.0,0,V,V,V,U,2695.0,type3,no data,0,32
1.0,0,V,V,V,U,2695.0,type3,no data,0,33
1.0,0,V,N,O,R,1700.0,type3,greater than 5,0,55
0.2,0,N,V,V,U,1000.0,type3,no data,0,27
0.906849315,0,V,V,V,U,367.0,type3,no data,0,53
1.0,0,V,N,O,R,580.0,type3,less than 5,0,84
1.0,0,V,N,O,R,2604.0,type3,greater than 5,1,34
1.0,0,N,V,V,U,487.0,type3,no data,0,52
1.0,0,N,V,V,U,1754.0,type3,no data,0,55
1.0,0,N,V,V,U,400.0,type3,no data,0,56
1.0,0,N,V,V,U,850.0,type3,no data,0,53
0.99726776,0,N,V,V,U,4000.0,type3,no data,0,36
1.0,0,V,V,V,U,1920.0,type3,no data,1,52
1.0,1,V,V,V,U,4998.0,type3,no data,0,32
1.0,0,V,N,O,R,1485.0,type3,greater than 5,0,53
1.0,0,N,V,V,U,270.0,type3,no data,1,32
1.0,0,N,V,V,U,500.0,type3,no data,0,32
1.0,0,V,N,O,R,1197.0,type2,less than 5,0,43
1.0,0,V,N,O,R,1197.0,type2,less than 5,0,44
1.0,0,N,V,V,U,270.0,type3,no data,0,53
1.0,0,N,V,V,U,560.0,type3,no data,0,32
1.0,0,N,V,V,U,560.0,type3,no data,0,33
1.0,0,N,V,V,U,560.0,type3,no data,0,35
1.0,0,N,V,V,U,560.0,type3,no data,0,36
0.663013699,0,N,V,V,U,380.0,type3,no data,0,53
1.0,0,N,V,V,U,620.0,type3,no data,0,35
1.0,0,N,V,V,U,800.0,type3,no data,0,53
1.0,0,V,N,O,R,336.0,type3,less than 5,0,316
1.0,0,V,N,O,R,1260.0,type3,greater than 5,1,23
1.0,0,V,N,O,R,1260.0,type3,greater than 5,1,24
1.0,1,V,N,O,R,900.0,type3,less than 5,0,82
0.109589041,1,V,N,O,R,900.0,type3,less than 5,0,83
0.99726776,0,V,N,O,R,400.0,type3,less than 5,0,116
0.438356164,0,V,V,V,U,403.0,type3,no data,0,53
1.0,0,V,V,V,U,640.0,type3,no data,0,53
1.0,0,V,V,V,U,805.0,type3,no data,0,55
1.0,0,V,V,V,U,657.0,type3,no data,0,55
1.0,0,V,V,V,U,2750.0,type3,no data,1,55
0.99726776,0,V,V,V,U,2750.0,type3,no data,1,56
1.0,0,V,V,V,U,2090.0,type3,no data,0,52
1.0,0,V,N,O,R,3355.0,type3,greater than 5,1,43
0.0,0,V,N,O,R,2347.0,type3,greater than 10,0,43
0.0,0,V,V,V,U,4074.0,type3,no data,1,53
1.0,0,V,V,V,U,2340.0,type3,no data,0,53
1.0,0,V,N,O,R,6000.0,type3,greater than 5,1,115
1.0,0,V,V,V,U,910.0,type3,no data,0,53
1.0,0,V,N,O,R,712.0,type3,less than 5,1,112
1.0,0,N,V,V,U,480.0,type3,no data,0,56
1.0,0,V,V,V,U,800.0,type3,no data,0,53
1.0,0,V,V,V,U,1056.0,type3,no data,1,55
1.0,1,V,V,V,U,450.0,type3,no data,0,24
0.824657534,1,V,V,V,U,450.0,type3,no data,0,25
1.0,0,V,V,V,U,360.0,type3,no data,0,53
0.99726776,0,N,V,V,U,385.0,type3,no data,0,56
1.0,0,V,V,V,U,649.0,type3,no data,0,55
1.0,0,V,V,V,U,649.0,type3,no data,0,56
1.0,0,V,V,V,U,336.0,type3,no data,0,52
0.0,0,V,N,O,R,760.0,type3,less than 5,0,43
1.0,0,V,V,V,U,2700.0,type3,no data,0,54
0.99726776,0,V,V,V,U,2700.0,type3,no data,0,56
0.41369863,0,V,N,O,R,690.0,type3,less than 5,0,115
1.0,0,V,V,V,U,590.0,type3,no data,0,32
1.0,0,V,V,V,U,590.0,type3,no data,1,33
0.0,0,V,N,O,R,1200.0,type3,greater than 5,0,43
1.0,0,N,V,V,U,1754.0,type3,no data,0,26
0.99726776,0,V,N,O,R,2800.0,type3,greater than 5,0,36
1.0,0,V,V,V,U,3375.0,type3,no data,1,53
1.0,0,V,V,V,U,3375.0,type3,no data,1,55
1.0,0,N,V,V,U,1700.0,type2,no data,0,27
1.0,0,V,N,O,R,600.0,type2,less than 5,0,9
1.0,0,V,N,O,R,5000.0,type2,less than 5,0,5
1.0,0,V,V,V,U,475.0,type2,no data,0,53
0.832876712,1,V,N,O,R,2000.0,type2,greater than 5,0,32
1.0,1,V,N,O,R,2000.0,type2,less than 5,0,36
0.99726776,1,V,N,O,R,1650.0,type2,greater than 5,0,38
0.166666667,1,V,N,O,R,1500.0,type2,less than 5,0,34
1.0,1,V,N,O,R,1500.0,type2,less than 5,0,37
1.0,1,V,N,O,R,1250.0,type2,less than 5,0,37
1.0,1,V,N,O,R,1560.0,type2,less than 5,0,38
0.871232877,0,N,V,V,U,400.0,type2,no data,1,33
1.0,1,V,N,O,R,1049.0,type2,less than 5,0,10
0.747945205,1,V,N,O,R,2458.0,type2,less than 5,0,10
1.0,1,V,N,O,R,2499.0,type2,less than 5,0,11
1.0,0,V,N,O,R,3770.0,type2,greater than 5,0,11
0.418032787,0,V,N,O,R,3770.0,type2,greater than 5,0,14
0.333333333,1,V,N,O,R,2790.0,type2,greater than 5,0,39
1.0,1,V,N,O,R,1394.0,type2,less than 5,1,35
0.99726776,0,N,V,V,U,695.0,type2,no data,0,28
0.884931507,0,V,N,O,R,1005.0,type2,less than 5,0,63
1.0,0,V,N,O,R,3060.0,type2,less than 5,0,11
1.0,0,V,N,O,R,1351.0,type4,less than 5,0,2
0.0,0,V,V,V,U,300.0,type4,no data,0,53
0.0,0,V,V,V,U,300.0,type4,no data,0,55
0.0,0,V,V,V,U,300.0,type4,no data,0,56
1.0,0,V,V,V,U,580.0,type2,no data,0,32
1.0,0,V,V,V,U,580.0,type2,no data,0,34
1.0,1,V,N,O,R,1940.0,type2,less than 5,0,33
1.0,1,V,N,O,R,1940.0,type2,less than 5,0,35
1.0,0,V,V,V,U,407.0,type2,no data,0,52
1.0,1,V,N,O,R,1805.0,type2,less than 5,0,6
1.0,1,V,N,O,R,3200.0,type2,less than 5,0,33
1.0,1,N,V,V,U,691.0,type2,no data,0,24
0.495890411,0,V,N,O,R,1400.0,type2,less than 5,0,17
1.0,0,V,N,O,R,1512.0,type2,less than 5,0,5
1.0,0,V,N,O,R,767.0,type2,less than 5,0,6
1.0,0,V,N,O,R,630.0,type2,less than 5,1,52
1.0,0,V,N,O,R,630.0,type2,less than 5,0,54
0.584699454,0,V,N,O,R,1538.0,type2,less than 5,0,12
1.0,0,V,N,O,R,13004.0,type2,less than 5,0,30
1.0,0,V,V,V,U,280.0,type2,no data,0,52
1.0,0,V,V,V,U,280.0,type2,no data,0,55
0.99726776,0,V,V,V,U,280.0,type2,no data,1,56
1.0,0,V,N,O,R,3255.0,type2,less than 5,0,10
1.0,0,N,V,V,U,80.0,type2,no data,0,53
0.747945205,0,N,V,V,U,80.0,type2,no data,0,55
1.0,0,V,N,O,R,1359.0,type2,less than 5,0,1
1.0,1,V,N,O,R,650.0,type2,less than 5,0,4
1.0,1,V,N,O,R,650.0,type2,less than 5,0,6
1.0,1,N,V,V,U,440.0,type2,no data,0,25
1.0,0,V,N,O,R,350.0,type2,greater than 5,0,168
1.0,1,V,N,O,R,4142.0,type2,less than 5,0,37
0.99726776,1,V,N,O,R,815.0,type2,less than 5,0,27
1.0,1,V,N,O,R,999.0,type2,less than 5,0,6
1.0,1,V,N,O,R,999.0,type2,less than 5,0,4
1.0,1,V,N,O,R,999.0,type2,less than 5,0,4
0.523287671,1,N,V,V,U,315.0,type2,no data,0,25
0.523287671,1,N,V,V,U,315.0,type2,no data,0,25
1.0,1,V,N,O,R,750.0,type2,less than 5,0,5
1.0,1,V,N,O,R,935.0,type2,less than 5,0,5
1.0,1,V,N,O,R,1350.0,type2,less than 5,1,6
1.0,1,V,N,O,R,1350.0,type2,less than 5,0,8
1.0,1,V,N,O,R,999.0,type2,less than 5,0,9
1.0,1,V,N,O,R,880.0,type2,less than 5,0,54
0.99726776,1,V,N,O,R,880.0,type2,less than 5,0,56
1.0,0,N,V,V,U,1991.0,type2,no data,1,26
1.0,0,N,V,V,U,230.0,type2,no data,0,24
1.0,0,N,V,V,U,430.0,type2,no data,0,54
1.0,0,V,N,O,R,895.0,type2,less than 5,1,63
1.0,0,V,N,O,R,670.0,type2,less than 5,0,52
1.0,0,V,N,O,R,570.0,type2,less than 5,0,54
1.0,0,V,N,O,R,2450.0,type2,greater than 5,0,25
1.0,0,V,N,O,R,840.0,type2,less than 5,1,65
0.99726776,0,V,N,O,R,460.0,type2,less than 5,0,11
0.021917808,0,V,N,O,R,800.0,type2,less than 5,0,38
1.0,0,V,N,O,R,1200.0,type2,less than 5,0,4
1.0,1,V,N,O,R,550.0,type2,greater than 5,1,114
1.0,0,V,N,O,R,350.0,type2,less than 5,0,58
1.0,0,V,N,O,R,350.0,type2,less than 5,1,59
0.246575342,0,V,N,O,R,330.0,type2,less than 5,0,14
1.0,1,V,N,O,R,169.0,type2,less than 5,0,82
1.0,1,V,N,O,R,6005.0,type2,less than 5,1,11
1.0,0,V,N,O,R,380.0,type2,less than 5,0,4
0.99726776,0,V,N,O,R,380.0,type2,less than 5,0,7
0.161643836,0,V,N,O,R,245.0,type2,less than 5,0,7
1.0,1,V,N,O,R,10438.0,type2,less than 5,1,3
1.0,1,V,N,O,R,10438.0,type2,less than 5,0,4
0.99726776,1,V,N,O,R,10438.0,type2,less than 5,0,5
1.0,0,V,N,O,R,8670.0,type2,greater than 5,0,41
0.99726776,0,V,N,O,R,1423.0,type2,less than 5,0,5
0.882191781,0,V,N,O,R,277.0,type2,less than 5,0,21
1.0,0,V,N,O,R,300.0,type2,less than 5,0,4
0.942465753,0,V,N,O,R,1035.0,type2,less than 5,0,14
1.0,0,V,V,V,U,1500.0,type2,no data,0,33
1.0,0,V,V,V,U,1500.0,type2,no data,0,35
1.0,0,V,N,O,R,450.0,type2,less than 5,0,44
1.0,0,V,N,O,R,500.0,type2,less than 5,0,114
1.0,0,V,N,O,R,500.0,type2,less than 5,0,115
1.0,0,N,V,V,U,500.0,type2,no data,0,24
1.0,0,N,V,V,U,380.0,type2,no data,0,32
0.052054795,0,N,V,V,U,380.0,type2,no data,0,33
1.0,1,V,N,O,R,415.0,type2,less than 5,0,24
1.0,1,V,N,O,R,415.0,type2,less than 5,0,25
1.0,1,V,N,O,R,630.0,type2,less than 5,1,3
1.0,1,V,N,O,R,630.0,type2,less than 5,0,4
0.756164384,0,V,N,O,R,450.0,type2,less than 5,0,19
1.0,0,V,N,O,R,1150.0,type2,less than 5,0,52
1.0,0,V,N,O,R,1150.0,type2,less than 5,0,56
1.0,0,N,V,V,U,5312.0,type2,no data,0,27
1.0,0,V,N,O,R,4783.0,type2,less than 5,0,8
1.0,0,V,N,O,R,200.0,type2,less than 5,0,114
1.0,0,V,N,O,R,5860.0,type2,less than 5,0,30
1.0,0,V,N,O,R,2000.0,type2,less than 5,1,28
0.99726776,0,V,N,O,R,2000.0,type2,less than 5,0,32
1.0,0,V,N,O,R,2051.0,type2,less than 5,0,23
1.0,0,V,N,O,R,2051.0,type2,less than 5,1,24
1.0,0,V,N,O,R,2051.0,type2,less than 5,0,25
1.0,0,V,N,O,R,2896.0,type2,less than 5,0,15
1.0,0,V,N,O,R,1000.0,type2,less than 5,0,25
1.0,0,V,N,O,R,858.0,type2,less than 5,0,18
1.0,0,V,N,O,R,858.0,type2,less than 5,0,19
1.0,0,V,V,V,U,400.0,type2,no data,0,26
0.747945205,0,V,N,O,R,5600.0,type2,less than 5,1,19
1.0,0,V,N,O,R,1491.0,type2,less than 5,0,25
0.99726776,1,V,N,O,R,680.0,type2,greater than 5,0,76
0.789041096,0,N,V,V,U,1090.0,type2,no data,0,53
1.0,0,V,N,O,R,4900.0,type2,greater than 5,1,27
1.0,0,V,V,V,U,900.0,type2,no data,0,24
0.821917808,1,N,V,V,U,2000.0,type2,no data,0,26
1.0,0,N,V,V,U,555.0,type2,no data,0,52
0.99726776,0,V,N,O,R,1600.0,type2,greater than 5,0,17
0.994535519,0,N,V,V,U,1100.0,type2,no data,0,28
1.0,0,N,V,V,U,840.0,type2,no data,0,26
1.0,0,N,V,V,U,840.0,type2,no data,0,27
0.494535519,0,N,V,V,U,840.0,type2,no data,0,28
1.0,1,V,N,O,R,1750.0,type2,less than 5,0,5
0.153005464,0,V,V,V,U,408.0,type2,no data,0,52
1.0,0,V,N,O,R,2160.0,type2,less than 5,0,34
1.0,1,V,N,O,R,2050.0,type2,greater than 5,0,26
0.495890411,1,V,N,O,R,5100.0,type2,greater than 5,0,25
1.0,0,V,V,V,U,3489.0,type2,no data,0,53
1.0,0,N,V,V,U,1450.0,type2,no data,0,33
1.0,0,N,V,V,U,830.0,type2,no data,0,53
0.084931507,0,V,N,O,R,1520.0,type2,greater than 5,0,18
1.0,0,N,V,V,U,1900.0,type2,no data,0,54
1.0,1,V,V,V,U,900.0,type2,no data,0,33
1.0,0,V,N,O,R,1550.0,type2,less than 5,0,55
1.0,0,N,V,V,U,804.0,type2,no data,0,32
1.0,0,N,V,V,U,804.0,type2,no data,0,34
1.0,1,V,V,V,U,420.0,type2,no data,0,55
1.0,0,V,V,V,U,450.0,type2,no data,0,34
1.0,0,V,V,V,U,550.0,type2,no data,0,52
0.99726776,0,V,V,V,U,550.0,type2,no data,1,56
1.0,0,V,N,O,R,710.0,type2,less than 5,0,115
0.747945205,1,N,V,V,U,933.0,type2,no data,0,53
1.0,0,V,V,V,U,747.0,type2,no data,0,52
1.0,0,V,V,V,U,747.0,type2,no data,0,53
0.99726776,0,V,V,V,U,1880.0,type3,no data,0,56
1.0,1,V,N,O,R,2640.0,type3,less than 5,0,55
1.0,0,N,V,V,U,1050.0,type3,no data,1,52
0.556164384,0,N,V,V,U,320.0,type2,no data,0,53
0.120547945,0,N,V,V,U,950.0,type3,no data,0,53
0.109289617,1,N,V,V,U,630.0,type3,no data,0,32
1.0,0,V,N,O,R,300.0,type3,less than 5,0,44
1.0,1,V,N,O,R,909.0,type3,greater than 5,0,110
1.0,1,V,N,O,R,909.0,type3,greater than 5,0,111
1.0,1,V,N,O,R,630.0,type3,less than 5,0,22
0.246575342,1,V,N,O,R,630.0,type3,less than 5,0,24
1.0,1,V,N,O,R,1114.0,type3,less than 5,1,25
0.99726776,1,V,N,O,R,1114.0,type3,less than 5,0,26
1.0,0,V,N,O,R,400.0,type2,greater than 5,0,82
1.0,1,V,N,O,R,523.0,type2,less than 5,0,82
1.0,1,V,N,O,R,870.0,type3,less than 5,0,107
0.75136612,0,V,N,O,R,500.0,type2,greater than 5,1,62
1.0,0,V,V,V,U,1300.0,type3,no data,0,52
1.0,1,V,N,O,R,3374.0,type3,greater than 5,1,52
0.510928962,1,V,N,O,R,1600.0,type3,greater than 5,0,112
0.495890411,1,V,N,O,R,1500.0,type3,less than 5,0,26
1.0,1,V,N,O,R,1400.0,type3,less than 5,0,28
1.0,1,V,N,O,R,1125.0,type3,greater than 5,0,114
