,Building Dimension,YearOfObservation,Insured_Period_Equal to 1,Residential,Painted,Fenced,Garden,Rural,Building_Type,Date_of_Occupancy_Between 1500 & 1600,Date_of_Occupancy_Between 1600 & 1700,Date_of_Occupancy_Between 1700 & 1800,Date_of_Occupancy_Between 1800 & 1900,Date_of_Occupancy_Between 1900 & 2000,NumberOfWindows_<5,NumberOfWindows_>=5 & <10,NumberOfWindows_>=10,Claim
4147,3375.0,2013,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1
4148,3375.0,2015,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1
4149,1700.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4150,600.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4151,5000.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4152,475.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4153,2000.0,2014,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4154,2000.0,2015,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4155,1650.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4156,1500.0,2012,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4157,1500.0,2015,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4158,1250.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4159,1560.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4160,400.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
4161,1049.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4162,2458.0,2014,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4163,2499.0,2015,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4164,3770.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0
4165,3770.0,2016,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0
4166,2790.0,2012,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4167,1394.0,2015,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4168,695.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4169,1005.0,2013,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4170,3060.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4171,1351.0,2014,1,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0
4172,300.0,2013,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0
4173,300.0,2015,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0
4174,300.0,2016,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0
4175,580.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4176,580.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4177,1940.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4178,1940.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4179,407.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4180,1805.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4181,3200.0,2015,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4182,691.0,2012,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4183,1400.0,2015,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4184,1512.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4185,767.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4186,630.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4187,630.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4188,1538.0,2012,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4189,13004.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4190,280.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4191,280.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4192,280.0,2016,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4193,3255.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4194,80.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4195,80.0,2015,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4196,1359.0,2015,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4197,650.0,2012,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4198,650.0,2014,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4199,440.0,2013,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4200,350.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
4201,4142.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4202,815.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4203,999.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4204,999.0,2012,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4205,999.0,2012,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4206,315.0,2013,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4207,315.0,2013,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4208,750.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4209,935.0,2012,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4210,1350.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1
4211,1350.0,2015,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4212,999.0,2016,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4213,880.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4214,880.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4215,1991.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
4216,230.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4217,430.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4218,895.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4219,670.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4220,570.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4221,2450.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4222,840.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4223,460.0,2016,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4224,800.0,2013,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4225,1200.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4226,550.0,2014,1,1,0,1,0,1,2,0,0,0,1,0,0,1,0,1
4227,350.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4228,350.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4229,330.0,2015,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4230,169.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4231,6005.0,2014,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1
4232,380.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4233,380.0,2016,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4234,245.0,2013,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4235,10438.0,2014,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1
4236,10438.0,2015,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4237,10438.0,2016,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4238,8670.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4239,1423.0,2016,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4240,277.0,2013,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4241,300.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4242,1035.0,2014,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4243,1500.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4244,1500.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4245,450.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4246,500.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4247,500.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4248,500.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4249,380.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4250,380.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4251,415.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4252,415.0,2013,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4253,630.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,1
4254,630.0,2014,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4255,450.0,2013,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4256,1150.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4257,1150.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4258,5312.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4259,4783.0,2015,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4260,200.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4261,5860.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4262,2000.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4263,2000.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4264,2051.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4265,2051.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4266,2051.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4267,2896.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4268,1000.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4269,858.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4270,858.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4271,400.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4272,5600.0,2013,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4273,1491.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4274,680.0,2016,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4275,1090.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4276,4900.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
4277,900.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4278,2000.0,2014,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4279,555.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4280,1600.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4281,1100.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4282,840.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4283,840.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4284,840.0,2016,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4285,1750.0,2013,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4286,408.0,2012,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4287,2160.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4288,2050.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4289,5100.0,2015,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4290,3489.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4291,1450.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4292,830.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4293,1520.0,2013,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4294,1900.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4295,900.0,2013,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4296,1550.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4297,804.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4298,804.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4299,420.0,2015,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4300,450.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4301,550.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4302,550.0,2016,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4303,710.0,2015,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4304,933.0,2013,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4305,747.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4306,747.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4307,1880.0,2016,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4308,2640.0,2015,1,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4309,1050.0,2012,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,1
4310,320.0,2013,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4311,950.0,2013,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0
4312,630.0,2012,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,0
4313,300.0,2014,1,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4314,909.0,2013,1,1,0,1,0,1,3,0,0,0,0,1,0,1,0,0
4315,909.0,2014,1,1,0,1,0,1,3,0,0,0,0,1,0,1,0,0
4316,630.0,2012,1,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4317,630.0,2014,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4318,1114.0,2015,1,1,0,1,0,1,3,0,0,0,0,1,1,0,0,1
4319,1114.0,2016,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4320,400.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4321,523.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4322,870.0,2012,1,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4323,500.0,2012,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1
4324,1300.0,2012,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4325,3374.0,2013,1,1,0,1,0,1,3,0,0,0,0,1,0,1,0,1
4326,1600.0,2012,0,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0
4327,1500.0,2013,0,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4328,1400.0,2014,1,1,0,1,0,1,3,0,0,0,0,1,1,0,0,0
4329,1125.0,2014,1,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0
4330,1060.0,2014,1,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0
4331,2200.0,2013,1,1,0,1,0,1,3,0,0,0,0,1,0,1,0,0
4332,350.0,2016,0,0,0,1,0,1,3,0,0,0,0,1,0,1,0,0
4333,720.0,2013,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4334,950.0,2013,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4335,1830.0,2013,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4336,800.0,2014,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4337,810.0,2012,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4338,810.0,2013,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4339,1000.0,2012,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4340,1000.0,2014,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4341,1200.0,2012,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4342,1200.0,2016,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1
4343,850.0,2013,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4344,1260.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4345,1260.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4346,1260.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4347,450.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4348,985.0,2012,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4349,1700.0,2012,1,0,0,1,0,1,3,0,0,0,1,0,0,1,0,0
4350,1100.0,2014,1,1,0,1,0,1,3,0,0,0,0,1,0,1,0,0
4351,1100.0,2016,0,1,0,1,0,1,3,0,0,0,0,1,0,1,0,0
4352,1260.0,2014,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0
4353,327.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4354,450.0,2012,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4355,677.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4356,1700.0,2016,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4357,1600.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4358,1200.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4359,1200.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4360,480.0,2016,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4361,1440.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4362,518.0,2015,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4363,1900.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4364,660.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4365,200.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4366,480.0,2016,1,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4367,815.0,2012,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0
4368,815.0,2014,1,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0
4369,460.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4370,980.0,2013,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4371,1050.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4372,1100.0,2012,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4373,695.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4374,500.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4375,500.0,2015,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4376,575.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4377,575.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4378,190.0,2013,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4379,1150.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
4380,620.0,2012,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4381,3350.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4382,540.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4383,950.0,2012,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4384,702.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4385,2600.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4386,500.0,2013,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1
4387,500.0,2014,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4388,1314.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4389,7073.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4390,480.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4391,2500.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4392,1352.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4393,1352.0,2014,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4394,8800.0,2012,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4395,600.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4396,1260.0,2014,1,1,0,1,0,1,2,0,0,0,0,1,0,1,0,1
4397,610.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4398,400.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4399,620.0,2012,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4400,2500.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4401,2500.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4402,650.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4403,600.0,2014,1,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0
4404,500.0,2015,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4405,5235.0,2016,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4406,3400.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4407,746.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4408,2192.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4409,2192.0,2015,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4410,1092.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4411,4900.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1
4412,3200.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4413,3200.0,2015,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4414,11014.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4415,4830.0,2012,1,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4416,4830.0,2013,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4417,4918.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4418,5326.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4419,4119.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4420,7100.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4421,4429.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4422,2030.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4423,2461.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4424,244.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4425,5205.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4426,4590.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4427,3346.0,2016,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4428,750.0,2012,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4429,3200.0,2012,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1
4430,1600.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4431,7100.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4432,7100.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4433,7100.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4434,4480.0,2014,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4435,393.0,2014,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4436,800.0,2016,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4437,1700.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4438,1280.0,2014,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4439,1057.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4440,1810.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4441,730.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4442,380.0,2012,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4443,340.0,2012,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4444,880.0,2013,1,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4445,150.0,2013,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4446,470.0,2013,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4447,228.0,2012,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4448,4846.0,2012,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1
4449,4846.0,2013,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1
4450,550.0,2014,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1
4451,2127.0,2014,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4452,568.0,2014,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1
4453,853.0,2014,1,1,0,1,0,1,2,0,0,0,1,0,1,0,0,0
4454,1080.0,2013,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4455,1080.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0
4456,1220.0,2016,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0
4457,1390.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0
4458,440.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4459,750.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4460,850.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4461,850.0,2014,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4462,501.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4463,1151.0,2013,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4464,3186.0,2012,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4465,3186.0,2013,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4466,520.0,2015,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4467,398.0,2013,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4468,2240.0,2012,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0
4469,570.0,2012,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0
4470,2785.0,2014,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1
