YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Claim
2012,1.0,0,V,N,O,R,1800.0,2,1900,1
2012,1.0,1,V,N,O,R,2900.0,2,1980,0
2013,1.0,1,N,V,V,U,3840.0,2,1988,0
2013,1.0,0,V,N,O,R,5451.0,2,2012,0
2012,1.0,0,V,V,V,U,486.0,2,1960,0
2012,1.0,0,N,V,V,U,1980.0,1,1980,0
2013,0.580821918,0,N,V,V,U,1980.0,1,1980,0
2015,1.0,0,V,N,O,R,650.0,1,1900,0
2015,1.0,0,V,N,O,R,1452.0,1,1972,0
2013,0.164383562,0,V,N,O,R,275.0,1,1900,0
2012,1.0,0,V,N,O,R,890.0,1,1970,0
2016,1.0,0,V,N,O,R,890.0,1,1970,1
2012,1.0,0,V,V,V,U,950.0,1,1960,0
2013,1.0,0,V,V,V,U,950.0,1,1960,1
2016,0.99726776,0,V,V,V,U,950.0,1,1960,0
2013,1.0,0,V,V,V,U,820.0,1,1980,0
2014,1.0,0,V,V,V,U,820.0,1,1980,0
2013,1.0,0,V,V,V,U,770.0,1,1960,0
2016,0.99726776,0,V,V,V,U,770.0,1,1960,0
2014,1.0,0,V,V,V,U,180.0,1,1960,0
2013,0.131506849,0,V,V,V,U,300.0,1,1960,0
2013,1.0,0,V,V,V,U,4300.0,1,1980,1
2012,1.0,0,V,V,V,U,2350.0,1,1980,0
2014,1.0,0,V,V,V,U,1085.0,1,1960,0
2015,1.0,0,V,N,O,R,1004.0,1,1600,0
2012,1.0,0,N,V,V,U,3920.0,1,1980,0
2015,1.0,0,N,V,V,U,702.0,1,1960,0
2013,0.832876712,0,N,V,V,U,1440.0,1,1980,0
2015,1.0,0,V,N,O,R,1300.0,1,1800,0
2015,1.0,0,V,V,V,U,650.0,2,1988,0
2012,1.0,1,N,V,V,U,14805.0,2,1988,1
2012,1.0,0,V,V,V,U,1860.0,2,1980,0
2016,1.0,0,V,V,V,U,1860.0,2,1980,0
2016,1.0,0,V,N,O,R,2412.0,2,2014,1
2013,0.936986301,0,V,V,V,U,146.0,2,1960,0
2013,1.0,0,V,N,O,R,1800.0,3,1900,1
2015,1.0,0,N,V,V,U,660.0,3,1980,0
2014,1.0,0,V,N,O,R,3143.0,3,2007,1
2014,1.0,0,V,N,O,R,2850.0,2,2004,0
2016,1.0,1,V,N,O,R,4750.0,2,1980,1
2013,1.0,1,V,N,O,R,5346.0,1,2005,0
2014,1.0,1,V,N,O,R,5346.0,1,2005,0
2013,0.915068493,1,V,N,O,R,2400.0,2,1975,0
2012,1.0,1,V,N,O,R,770.0,2,1960,1
2012,1.0,0,V,N,O,R,536.0,2,1960,0
2012,1.0,0,N,V,V,U,3500.0,2,1988,0
2014,1.0,0,N,V,V,U,3500.0,2,1988,1
2016,0.99726776,0,N,V,V,U,1200.0,2,1988,1
2012,1.0,1,N,V,V,U,700.0,2,1960,0
2012,1.0,1,N,V,V,U,650.0,2,1960,0
2012,0.915300546,0,V,N,O,R,330.0,2,1900,0
2013,1.0,1,V,N,O,R,1365.0,2,2010,0
2013,1.0,1,V,N,O,R,1083.0,2,1970,0
2015,1.0,0,V,N,O,R,1050.0,2,1972,0
2016,1.0,0,V,N,O,R,1050.0,2,1972,0
2015,1.0,0,V,N,O,R,1076.0,3,1980,0
2012,0.674863388,0,N,V,V,U,500.0,3,1960,0
2013,0.753424658,1,V,N,O,R,600.0,3,1930,0
2015,1.0,0,V,N,O,R,220.0,3,1930,0
2013,0.783561644,1,N,V,V,U,300.0,3,1960,0
2014,1.0,1,V,N,O,R,4144.0,3,1992,0
2012,1.0,0,V,N,O,R,850.0,2,1930,0
2013,1.0,0,V,N,O,R,850.0,2,1930,0
2014,0.17260274,0,V,N,O,R,850.0,2,1930,0
2012,1.0,0,V,N,O,R,2578.0,3,1900,0
2012,1.0,1,V,N,O,R,2200.0,3,1930,0
2013,0.665753425,1,V,N,O,R,2200.0,3,1930,1
2012,1.0,1,V,N,O,R,800.0,3,1900,0
2012,1.0,0,V,N,O,R,220.0,3,1930,0
2012,1.0,0,V,N,O,R,400.0,3,1930,1
2012,1.0,1,V,N,O,R,15620.0,3,1978,1
2014,1.0,1,V,N,O,R,15620.0,3,1978,1
2014,1.0,1,V,N,O,R,9182.0,3,1974,0
2015,1.0,1,V,N,O,R,9182.0,3,1974,1
2012,0.071038251,0,V,N,O,R,1300.0,3,1930,0
2013,1.0,0,V,N,O,R,1300.0,3,1930,0
2014,0.0,0,V,N,O,R,1762.0,3,1983,0
2013,0.906849315,0,V,N,O,R,260.0,3,1930,1
2014,1.0,0,V,N,O,R,400.0,3,1930,0
2015,1.0,0,V,N,O,R,700.0,3,2014,0
2016,0.0,0,V,N,O,R,400.0,3,2015,0
2016,0.75136612,1,V,N,O,R,470.0,2,1930,0
2012,0.0,0,V,V,V,U,190.0,3,1960,0
2016,0.0,0,V,V,V,U,190.0,3,1960,0
2012,1.0,0,N,V,V,U,436.0,2,1960,1
2012,1.0,0,V,N,O,R,450.0,3,1900,0
2015,1.0,0,V,V,V,U,150.0,3,1960,0
2012,1.0,1,N,V,V,U,800.0,2,1960,1
2013,1.0,0,V,V,V,U,335.0,3,1960,0
2013,1.0,0,V,N,O,R,3600.0,2,2008,1
2015,1.0,0,V,N,O,R,3600.0,2,2008,0
2012,1.0,0,N,V,V,U,660.0,3,1960,0
2013,1.0,0,N,V,V,U,660.0,3,1960,0
2012,1.0,0,V,N,O,R,450.0,3,1930,0
2012,1.0,0,N,V,V,U,4432.0,2,1988,1
2013,1.0,0,V,N,O,R,4812.0,2,2003,1
2015,1.0,0,N,V,V,U,3200.0,3,1980,1
2014,1.0,0,N,V,V,U,4463.0,2,1988,1
2012,1.0,0,N,V,V,U,1934.0,2,1988,1
2016,0.99726776,0,N,V,V,U,4500.0,2,1988,1
2016,0.99726776,0,N,V,V,U,1960.0,2,1988,1
2012,1.0,0,V,V,V,U,6250.0,2,1988,0
2014,1.0,0,N,V,V,U,800.0,2,1988,1
2012,1.0,0,V,N,O,R,1200.0,2,2008,0
2013,0.493150685,1,N,V,V,U,1100.0,3,1960,1
2014,0.293150685,0,V,N,O,R,4400.0,3,2006,0
2012,1.0,0,V,N,O,R,1800.0,3,1950,0
2013,1.0,0,V,N,O,R,500.0,3,1900,0
2014,1.0,0,V,N,O,R,500.0,3,1900,0
2012,1.0,1,V,N,O,R,4045.0,2,2010,1
2014,1.0,0,N,V,V,U,520.0,2,1960,0
2014,1.0,0,N,V,V,U,1046.0,3,1960,1
2013,1.0,0,V,N,O,R,900.0,3,1990,0
2014,1.0,0,V,N,O,R,900.0,3,1990,0
2015,1.0,0,N,V,V,U,1450.0,3,1988,0
2016,0.99726776,0,N,V,V,U,2900.0,3,1980,1
2012,1.0,0,V,N,O,R,620.0,3,1950,0
2013,1.0,0,V,N,O,R,620.0,3,1950,0
2012,1.0,0,V,N,O,R,10900.0,3,2009,0
2014,1.0,0,V,N,O,R,10900.0,3,2009,1
2016,0.99726776,0,V,N,O,R,10900.0,3,2009,1
2014,1.0,0,V,N,O,R,660.0,3,2000,0
2012,1.0,0,V,N,O,R,5464.0,3,2011,0
2014,1.0,0,V,N,O,R,4500.0,3,2006,0
2013,1.0,0,V,N,O,R,700.0,3,1930,0
2013,0.487671233,0,V,N,O,R,300.0,2,1930,0
2015,1.0,0,V,N,O,R,550.0,3,1950,0
2014,1.0,0,V,N,O,R,843.0,2,2008,1
2013,1.0,0,V,N,O,R,19195.0,2,1970,1
2012,1.0,0,V,N,O,R,580.0,2,1960,0
2015,1.0,1,N,V,V,U,520.0,2,1988,0
2013,1.0,0,V,N,O,R,720.0,2,1945,1
2015,1.0,0,V,N,O,R,1734.0,2,1986,0
2016,0.99726776,0,V,N,O,R,11389.0,2,1979,1
2012,1.0,0,V,N,O,R,3628.0,2,1998,0
2013,1.0,0,V,V,V,U,1200.0,2,1960,1
2016,0.99726776,0,V,N,O,R,11768.0,2,1991,1
2016,0.99726776,0,V,V,V,U,872.0,2,1988,0
2012,1.0,0,V,N,O,R,2755.0,2,2009,0
2013,1.0,0,V,N,O,R,1466.0,2,2001,1
2013,1.0,1,V,N,O,R,225.0,2,1950,0
2014,1.0,1,V,N,O,R,350.0,2,1960,0
2012,1.0,0,V,N,O,R,350.0,2,1900,0
2012,1.0,0,V,N,O,R,400.0,2,1750,1
2013,0.495890411,0,N,V,V,U,191.0,2,1960,0
2012,0.196721311,0,V,V,V,U,634.0,1,1960,0
2012,1.0,0,N,V,V,U,900.0,1,1988,0
2012,1.0,0,V,V,V,U,2800.0,1,1980,0
2014,0.709589041,0,V,V,V,U,2000.0,1,1960,0
2013,0.495890411,0,V,V,V,U,400.0,1,1960,0
2014,1.0,0,V,N,O,R,11000.0,1,1898,1
2012,1.0,0,V,N,O,R,3900.0,1,1976,0
2013,1.0,0,V,N,O,R,3900.0,1,1976,1
2015,0.517808219,0,V,N,O,R,568.0,2,1980,0
2013,1.0,0,V,N,O,R,362.0,2,1700,0
2013,0.41369863,0,N,V,V,U,272.0,2,1960,0
2016,1.0,1,N,V,V,U,150.0,2,1960,0
2016,1.0,0,V,N,O,R,750.0,2,2010,0
2014,1.0,0,V,V,V,U,630.0,2,1960,0
2016,0.99726776,0,V,V,V,U,630.0,2,1960,0
2012,1.0,0,V,V,V,U,465.0,2,1980,0
2013,0.161643836,0,V,V,V,U,465.0,2,1980,0
2013,0.161643836,0,V,V,V,U,225.0,2,1980,0
2013,0.301369863,0,V,V,V,U,120.0,2,1980,0
2016,0.99726776,0,V,N,O,R,690.0,2,1930,0
2013,0.161643836,0,V,N,O,R,280.0,2,1960,0
2015,1.0,0,V,N,O,R,520.0,2,1960,0
2012,1.0,0,V,V,V,U,200.0,2,1980,0
2016,1.0,0,N,V,V,U,145.0,2,1980,0
2013,0.41369863,0,V,V,V,U,420.0,2,1960,0
2014,0.747945205,0,V,V,V,U,1350.0,2,1980,1
2015,1.0,0,V,N,O,R,1300.0,2,1990,0
2012,1.0,0,V,V,V,U,550.0,2,1960,1
2013,0.495890411,0,V,V,V,U,550.0,2,1960,0
2015,1.0,0,V,N,O,R,630.0,2,1990,0
2013,1.0,0,V,V,V,U,3950.0,2,1988,1
2014,0.0,0,V,V,V,U,180.0,2,1988,0
2014,1.0,0,V,N,O,R,1650.0,2,1990,0
2015,1.0,0,V,N,O,R,1650.0,2,1990,0
2013,1.0,0,V,V,V,U,2500.0,2,1988,0
2014,0.838356164,0,V,N,O,R,290.0,2,1970,1
2013,1.0,0,V,N,O,R,850.0,2,1900,1
2013,1.0,0,V,N,O,R,2407.0,2,2010,0
2014,1.0,0,V,N,O,R,10207.0,2,1970,0
2012,1.0,1,V,V,V,U,210.0,2,1960,0
2012,0.06557377,0,V,N,O,R,2397.0,2,2011,0
2016,0.99726776,0,V,N,O,R,1140.0,2,1900,1
2012,1.0,0,V,N,O,R,1100.0,2,1960,1
2013,1.0,0,V,N,O,R,166.0,2,1960,0
2015,1.0,0,N,V,V,U,6270.0,2,1960,1
2013,1.0,0,V,N,O,R,380.0,2,2008,0
2012,1.0,0,V,N,O,R,1010.0,2,1980,0
2013,1.0,0,V,N,O,R,1010.0,2,1980,0
2012,1.0,0,V,N,O,R,100.0,2,1930,0
2014,0.495890411,0,V,N,O,R,100.0,2,1930,0
2012,1.0,0,V,V,V,U,445.0,2,1960,0
2015,1.0,0,V,V,V,U,445.0,2,1960,0
2012,1.0,0,V,V,V,U,7200.0,2,1980,0
2013,1.0,0,V,V,V,U,7200.0,2,1980,0
2013,1.0,0,V,V,V,U,6000.0,2,1980,1
2013,1.0,0,V,N,O,R,2225.0,2,1995,0
2014,1.0,0,V,N,O,R,2225.0,2,1995,0
2012,1.0,0,V,V,V,U,850.0,2,1988,0
2013,1.0,0,V,N,O,R,335.0,2,1950,0
2016,0.99726776,0,N,V,V,U,1300.0,2,1988,0
2013,1.0,0,V,N,O,R,3147.0,2,1960,0
2015,1.0,0,V,N,O,R,3147.0,2,1960,0
2015,1.0,0,V,N,O,R,700.0,2,1988,0
2015,1.0,0,V,N,O,R,2100.0,2,2009,0
2013,1.0,0,V,N,O,R,480.0,2,1970,0
2014,1.0,0,V,N,O,R,632.0,2,1970,0
2015,1.0,0,V,N,O,R,632.0,2,1970,1
2013,1.0,0,V,N,O,R,520.0,2,1970,0
2015,1.0,0,V,N,O,R,1398.0,2,1970,0
2015,1.0,0,V,N,O,R,1590.0,2,1970,1
2016,1.0,0,V,N,O,R,728.0,2,1968,0
2012,1.0,0,V,N,O,R,2800.0,2,1970,1
2013,1.0,0,V,N,O,R,1677.0,2,1970,0
2016,0.99726776,0,V,N,O,R,1677.0,2,1970,0
2013,1.0,0,V,N,O,R,1000.0,2,1998,0
2015,1.0,0,V,N,O,R,1000.0,2,1998,0
2014,1.0,0,V,V,V,U,1630.0,2,1988,0
2016,0.99726776,0,V,V,V,U,1630.0,2,1988,0
2012,1.0,0,V,N,O,R,499.0,2,2007,0
2014,1.0,0,V,N,O,R,1700.0,2,2009,1
2016,1.0,0,V,N,O,R,1011.0,2,2014,0
2014,1.0,0,V,N,O,R,991.0,2,2012,0
2013,0.0,0,V,V,V,U,1750.0,2,1960,0
2016,0.893442623,0,V,N,O,R,864.0,2,1950,0
2016,0.99726776,0,N,V,V,U,2000.0,2,1988,0
2013,0.468493151,0,N,V,V,U,800.0,2,1988,0
2014,1.0,0,N,V,V,U,600.0,2,1988,0
2013,1.0,0,N,V,V,U,840.0,2,1980,0
2015,1.0,0,N,V,V,U,2800.0,2,1988,0
2013,1.0,0,N,V,V,U,1050.0,2,1988,0
2013,1.0,0,V,N,O,R,1680.0,2,2007,0
2014,1.0,0,V,V,V,U,560.0,2,1980,0
2012,1.0,0,V,V,V,U,1500.0,2,1980,0
2013,0.15890411,0,V,V,V,U,1500.0,2,1980,0
2012,1.0,0,N,V,V,U,580.0,2,1980,1
2012,1.0,0,N,V,V,U,300.0,2,1980,0
2013,1.0,0,V,V,V,U,940.0,2,1980,0
2012,1.0,0,N,V,V,U,600.0,2,1980,0
2012,1.0,0,N,V,V,U,1989.0,2,1980,0
2015,1.0,0,V,N,O,R,1171.0,2,2011,0
2014,0.884931507,0,V,N,O,R,2535.0,2,1980,0
2013,1.0,0,V,V,O,R,1500.0,2,1975,1
2014,1.0,0,V,N,O,R,820.0,2,1950,0
2013,1.0,0,V,N,O,R,4400.0,2,1990,0
2013,0.161643836,0,V,N,O,R,3350.0,2,1986,0
2014,1.0,0,V,N,O,R,1300.0,2,1990,0
2012,0.713114754,0,V,N,O,R,2200.0,2,1988,0
2013,0.41369863,0,V,N,O,R,2200.0,2,1988,1
2012,0.50273224,0,V,N,O,R,4250.0,2,1977,0
2012,1.0,0,V,N,O,R,600.0,2,1960,0
2014,1.0,0,V,N,O,R,990.0,2,1960,0
2014,1.0,0,V,V,V,U,3275.0,2,1980,1
2016,0.99726776,0,V,V,V,U,2400.0,2,1980,1
2014,1.0,0,V,N,O,R,750.0,2,1990,0
2015,1.0,0,V,N,O,R,750.0,2,1990,0
2016,0.99726776,0,V,N,O,R,590.0,2,1988,0
2012,1.0,0,V,N,O,R,1050.0,2,1960,0
2014,1.0,0,V,N,O,R,1050.0,2,1960,0
2016,0.494535519,0,V,N,O,R,450.0,2,1988,0
2016,0.99726776,0,V,N,O,R,480.0,2,1960,0
2013,0.632876712,0,V,V,V,U,1700.0,2,1988,0
2014,0.495890411,0,V,N,O,R,400.0,2,1988,0
2012,1.0,1,V,V,V,U,280.0,2,1960,1
2015,1.0,0,V,N,O,R,1600.0,2,1988,0
2015,1.0,0,V,N,O,R,1400.0,2,1990,0
2012,1.0,0,V,V,V,U,1220.0,2,1980,0
2012,0.0,0,V,V,V,U,800.0,2,1980,0
2013,0.0,0,V,V,V,U,800.0,2,1980,0
2013,1.0,0,V,V,V,U,965.0,2,1988,0
2016,0.99726776,0,V,V,V,U,965.0,2,1988,0
2013,1.0,0,N,V,V,U,980.0,2,1988,0
2012,1.0,0,N,V,V,U,900.0,2,1960,0
2012,1.0,0,V,V,V,U,474.0,2,1988,0
2014,0.471232877,0,V,V,V,U,465.0,2,1980,0
2012,1.0,0,V,V,V,U,570.0,2,1980,1
2012,1.0,0,N,V,V,U,350.0,2,1960,0
2012,1.0,0,V,V,V,U,1750.0,2,1980,1
2012,1.0,0,V,N,O,R,400.0,1,1980,0
2016,0.99726776,0,V,N,O,R,400.0,1,1980,0
2013,1.0,0,V,V,V,U,420.0,1,1960,0
2015,1.0,0,V,V,V,U,420.0,1,1960,0
2012,1.0,0,V,N,O,R,6600.0,1,2000,0
2014,1.0,1,N,V,V,U,3500.0,1,1988,0
2012,1.0,0,V,N,O,R,5490.0,1,1970,0
2012,1.0,0,V,N,O,R,600.0,1,1990,0
2016,0.99726776,0,V,N,O,R,600.0,1,1990,0
2013,0.747945205,0,V,N,O,R,2985.0,1,1960,0
2015,1.0,0,V,N,O,R,1050.0,1,2000,0
2014,0.0,1,V,V,V,U,630.0,1,1960,1
2013,1.0,0,N,V,V,U,1558.0,1,1988,1
2016,0.99726776,0,N,V,V,U,1558.0,1,1988,0
2015,1.0,0,V,N,O,R,1200.0,1,1960,0
2014,1.0,0,V,N,O,R,1800.0,1,2009,0
2014,1.0,0,V,N,O,R,4575.0,1,1975,0
2015,1.0,0,V,N,O,R,2250.0,1,1980,1
2016,1.0,0,V,N,O,R,2250.0,1,1980,0
2013,1.0,0,V,N,O,R,3781.0,1,1970,1
2015,1.0,0,V,N,O,R,3500.0,1,2014,1
2016,0.836065574,0,V,N,O,R,1400.0,1,1963,1
2014,1.0,0,V,N,O,R,600.0,1,1990,0
2013,0.665753425,0,V,V,V,U,4070.0,1,1980,0
2013,1.0,0,V,V,V,U,1356.0,1,1980,0
2015,1.0,0,V,V,V,U,1356.0,1,1980,0
2013,1.0,0,V,N,O,R,3910.0,1,1960,1
2016,0.99726776,0,V,N,O,R,3910.0,1,1960,0
2012,1.0,0,V,N,O,R,450.0,1,1950,0
2013,0.747945205,0,V,N,O,R,450.0,1,1950,0
2015,1.0,0,V,N,O,R,450.0,1,1950,0
2013,1.0,0,V,V,V,U,1740.0,1,1980,0
2015,1.0,0,V,N,O,R,2760.0,1,1970,1
2013,1.0,0,V,N,O,R,3200.0,1,1980,1
2014,1.0,0,V,N,O,R,3625.0,1,1998,0
2013,1.0,0,V,N,O,R,1798.0,1,1960,1
2012,1.0,0,V,N,O,R,2150.0,1,1983,0
2013,0.747945205,0,V,N,O,R,2150.0,1,1983,0
2016,0.99726776,0,N,V,V,U,4200.0,1,1980,1
2013,1.0,0,V,N,O,R,1330.0,1,1954,1
2015,1.0,0,V,N,O,R,1330.0,1,1954,0
2013,1.0,0,V,N,O,R,992.0,1,2003,0
2013,1.0,0,V,N,O,R,1200.0,1,1900,0
2013,1.0,0,N,V,V,U,450.0,2,1980,0
2012,1.0,0,N,V,V,U,4100.0,2,1980,1
2016,0.99726776,0,V,N,O,R,2300.0,2,1750,0
2012,1.0,0,N,V,V,U,2000.0,2,1988,1
2014,1.0,0,V,N,O,R,2016.0,2,2008,0
2012,1.0,0,V,N,O,R,1500.0,2,2008,0
2016,1.0,0,N,V,V,U,910.0,2,1980,0
2013,1.0,0,N,V,V,U,580.0,2,1988,0
2016,1.0,0,V,N,O,R,3015.0,2,2007,0
2014,1.0,0,V,N,O,R,4930.0,2,1994,1
2012,1.0,0,V,N,O,R,1554.0,2,2010,0
2013,1.0,0,V,N,O,R,1554.0,2,2010,1
2016,0.99726776,0,V,N,O,R,2500.0,2,2011,0
2015,1.0,0,V,N,O,R,700.0,2,1930,0
2016,1.0,0,V,N,O,R,3805.0,1,1970,0
2014,1.0,0,V,N,O,R,2700.0,2,1967,1
2013,1.0,0,V,N,O,R,2620.0,2,2012,1
2015,1.0,0,V,N,O,R,600.0,2,1960,0
2015,1.0,0,V,N,O,R,4955.0,2,1985,0
2016,0.99726776,0,V,N,O,R,4955.0,2,1985,0
2013,1.0,0,V,N,O,R,1210.0,1,1970,1
2012,1.0,0,V,N,O,R,1300.0,2,2000,0
2012,1.0,0,V,N,O,R,650.0,2,1900,0
2013,0.0,0,V,V,V,U,1575.211611030479,2,1960,0
2013,1.0,0,V,N,O,R,2050.0,2,1970,0
2016,0.99726776,0,V,N,O,R,2650.0,2,1960,0
2012,1.0,0,V,V,V,U,3950.0,1,1980,1
2012,1.0,0,V,V,V,U,800.0,2,1980,0
2013,1.0,0,V,N,O,R,600.0,2,1960,0
2012,1.0,0,V,N,O,R,3100.0,1,1960,0
2013,0.747945205,0,V,N,O,R,3100.0,1,1960,0
2016,0.99726776,0,V,N,O,R,3100.0,1,1960,0
2013,1.0,0,V,N,O,R,596.0,2,1990,0
2013,0.747945205,0,V,N,O,R,1100.0,2,1960,0
2015,1.0,0,V,N,O,R,900.0,2,1930,0
2014,1.0,0,V,V,V,U,10300.0,1,1960,0
2012,1.0,0,V,N,O,R,1020.0,2,1960,0
2012,1.0,0,V,N,O,R,222.0,2,1900,0
2012,1.0,0,V,N,O,R,700.0,2,1900,0
2013,1.0,0,V,N,O,R,700.0,2,1900,0
2015,1.0,0,V,N,O,R,1595.0,2,1960,0
2016,0.99726776,0,V,N,O,R,6375.0,2,1962,1
2014,1.0,0,V,V,V,U,673.0,2,1960,0
2016,0.99726776,0,V,V,V,U,673.0,2,1960,0
2013,0.747945205,0,V,N,O,R,1083.0,2,1960,0
2014,1.0,0,V,N,O,R,1083.0,2,1960,0
2012,0.74863388,0,V,N,O,R,1139.0,2,1960,1
2013,1.0,0,V,N,O,R,4055.0,2,1983,0
2014,1.0,0,V,N,O,R,4055.0,2,1983,1
2013,1.0,0,V,N,O,R,4400.0,2,1998,1
2012,1.0,0,V,V,V,U,1500.0,2,1960,0
2012,1.0,0,V,N,O,R,750.0,2,1960,0
2016,0.99726776,0,V,N,O,R,2500.0,2,1900,0
2014,1.0,0,N,V,V,U,1142.0,2,1980,0
2015,1.0,0,V,N,O,R,720.0,2,1960,0
2015,1.0,0,V,N,O,R,3664.0,2,1960,0
2015,1.0,0,V,N,O,R,1156.0,2,2000,0
2012,1.0,0,V,N,O,R,6851.0,2,1980,1
2016,0.99726776,0,V,N,O,R,1936.0,2,1930,0
2012,1.0,0,V,V,V,U,1640.0,2,1980,1
2012,1.0,0,V,N,O,R,1130.0,2,1955,0
2012,1.0,0,V,N,O,R,2210.0,2,1970,0
2014,1.0,0,V,N,O,R,2210.0,2,1970,0
2015,1.0,0,V,N,O,R,2210.0,2,1970,0
2014,1.0,0,V,N,O,R,6048.0,2,1960,0
2014,1.0,0,V,N,O,R,1170.0,2,1920,0
2015,1.0,0,V,N,O,R,1170.0,2,1920,0
2014,1.0,0,V,N,O,R,2700.0,2,1960,0
2015,1.0,0,V,N,O,R,2700.0,2,1960,0
2013,1.0,0,V,V,V,U,783.0,2,1980,0
2012,1.0,0,V,N,O,R,2200.0,2,2002,0
2016,0.99726776,0,N,V,V,U,2000.0,2,1980,0
2012,1.0,0,N,V,V,U,1500.0,2,1980,0
2012,1.0,0,N,V,V,U,700.0,2,1980,0
2014,1.0,0,V,N,O,R,1495.0,2,1950,0
2015,1.0,0,V,N,O,R,1100.0,2,2003,0
2016,0.99726776,0,V,N,O,R,1100.0,2,2003,0
2014,1.0,0,V,N,O,R,4030.0,2,1960,0
2013,1.0,0,N,V,V,U,1187.0,2,1980,0
2016,1.0,0,N,V,V,U,1187.0,2,1980,0
2016,1.0,0,V,N,O,R,2800.0,2,1970,0
2012,1.0,0,V,N,O,R,795.0,2,1999,0
2012,1.0,0,V,N,O,R,1314.0,1,2003,0
2015,1.0,0,V,V,V,U,7988.0,1,1980,0
2016,0.99726776,0,V,V,V,U,7988.0,1,1980,0
2013,1.0,0,N,V,V,U,585.0,1,1960,0
2012,1.0,0,V,N,O,R,400.0,1,2011,0
2012,1.0,0,V,N,O,R,1389.0,1,1987,0
2013,0.709589041,0,N,V,V,U,400.0,1,1980,0
2016,1.0,0,V,N,O,R,7500.0,1,1967,0
2016,0.99726776,0,N,V,V,U,1200.0,1,1960,0
2013,1.0,0,V,N,O,R,380.0,1,1960,0
2014,1.0,0,V,N,O,R,2586.0,2,2007,0
2014,1.0,0,N,V,V,U,800.0,2,1988,0
2012,1.0,0,N,V,V,U,2900.0,2,1988,0
2013,1.0,0,N,V,V,U,2900.0,2,1988,0
2013,0.0,0,N,V,V,U,3473.0,2,1980,0
2014,1.0,0,N,V,V,U,1776.0,2,1988,0
2015,1.0,0,N,V,V,U,2157.0,2,1988,1
2012,1.0,0,N,V,V,U,1020.0,2,1988,0
2016,0.99726776,0,N,V,V,U,1323.0,2,1980,1
2013,1.0,1,N,V,V,U,1376.0,2,1980,0
2012,1.0,0,V,N,O,R,1784.0,2,1964,1
2015,1.0,0,V,N,O,R,1784.0,2,1964,1
2015,1.0,1,V,N,O,R,1820.0,2,1995,0
2013,1.0,0,V,N,O,R,2000.0,2,2008,0
2012,1.0,0,V,V,V,U,280.0,2,1960,0
2012,1.0,1,V,N,O,R,6417.0,2,1998,1
2016,0.99726776,1,V,N,O,R,6417.0,2,1998,0
2016,0.99726776,0,N,V,V,U,3496.0,2,1988,0
2012,1.0,0,N,V,V,U,7000.0,2,1988,1
2015,1.0,0,N,V,V,U,690.0,2,1988,0
2013,1.0,0,N,V,V,U,4118.0,2,1988,1
2012,1.0,0,N,V,V,U,8000.0,2,1988,0
2012,1.0,0,V,N,O,R,5600.0,2,2008,1
2013,1.0,0,V,N,O,R,2015.0,2,2009,0
2014,1.0,0,V,N,O,R,2015.0,2,2009,0
2013,1.0,0,V,N,O,R,579.0,2,2009,0
2013,1.0,0,V,N,O,R,5182.0,2,2010,1
2014,1.0,0,V,N,O,R,5182.0,2,2010,0
2016,0.99726776,0,V,N,O,R,5182.0,2,2010,1
2014,1.0,1,V,N,O,R,4300.0,2,1990,1
2014,1.0,1,V,N,O,R,2750.0,2,1960,0
2015,1.0,1,V,N,O,R,2750.0,2,1960,0
2013,0.479452055,1,V,N,O,R,397.0,2,1950,0
2013,1.0,0,V,V,V,U,2440.0,2,1980,1
2013,1.0,0,V,V,V,U,300.0,2,1960,0
2016,0.99726776,0,V,N,O,R,530.0,2,1970,0
2015,1.0,0,V,N,O,R,194.0,2,1960,0
2012,1.0,1,N,V,V,U,750.0,2,1960,0
2013,0.934246575,0,V,N,O,R,391.0,2,1910,0
2014,1.0,0,N,V,V,U,900.0,2,1980,0
2014,1.0,0,N,V,V,U,510.0,2,1960,0
2016,1.0,0,N,V,V,U,510.0,2,1960,0
2014,1.0,0,N,V,V,U,600.0,2,1980,0
2016,0.99726776,0,N,V,V,U,600.0,2,1980,0
2016,0.99726776,0,V,N,O,R,5634.0,2,1950,1
2012,1.0,0,N,V,V,U,400.0,2,1960,0
2012,1.0,0,N,V,V,U,250.0,2,1960,0
2016,0.99726776,0,N,V,V,U,250.0,2,1960,0
2012,1.0,0,N,V,V,U,1084.0,2,1960,0
2014,1.0,0,N,V,V,U,443.0,2,1960,0
2013,0.0,0,N,V,V,U,1729.0,2,1988,0
2014,1.0,0,N,V,V,U,540.0,2,1988,0
2015,1.0,0,N,V,V,U,1200.0,2,1980,0
2016,0.99726776,0,N,V,V,U,1200.0,2,1980,0
2012,1.0,0,N,V,V,U,250.0,2,1980,0
2012,1.0,0,V,V,V,U,280.0,2,1960,0
2012,1.0,0,V,N,O,R,320.0,2,1930,1
2012,1.0,0,V,N,O,R,330.0,2,1900,1
2013,0.580821918,0,V,N,O,R,210.0,2,1900,0
2014,1.0,0,V,N,O,R,950.0,2,1976,1
2013,1.0,1,V,N,O,R,1320.0,2,1890,1
2014,1.0,1,V,N,O,R,3050.0,2,1970,0
